Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label
8359,"Sun, 24 May 2015 08:21:02 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,12,1,0,34,4682,1
8360,"Mon, 16 May 2016 07:04:50 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,11,34,0,0,51,29344,1
8361,"Sun, 10 Jan 2016 21:25:39 +0530",iiitd,ac.in,4,0,multipart/mixed,0,2,0,0,43,673834,0
8362,"Mon, 01 Oct 2018 22:31:17 +0000",quora,com,0,0,multipart/alternative,2,9,0,0,63,8777,1
8363,"Mon, 11 Jan 2016 22:50:22 +0530",iiitd,ac.in,10,0,multipart/alternative,0,0,1,0,20,1919,0
8364,"Sun, 06 Aug 2017 19:04:23 -0700",youtube,com,0,0,multipart/alternative,30,138,0,1,73,81483,1
8365,"Fri, 8 Apr 2016 17:23:14 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,0,0,47,28056,0
8366,"Wed, 4 Oct 2017 09:44:01 +0530",iiitd,ac.in,0,0,multipart/alternative,3,7,1,0,45,14229,0
8367,"Fri, 23 Sep 2016 01:29:36 +0000",coupondunia,in,0,0,text/html,36,140,1,0,85,72361,1
8368,"Tue, 30 Jan 2018 03:31:09 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,66,4,1
8369,"Wed, 20 Sep 2017 10:41:34 +0000 (UTC)",flipkartletters,com,0,0,text/html,60,133,1,0,60,88651,1
8370,"Wed, 15 Jun 2016 00:58:03 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,27,79,0,1,95,93156,1
8371,"Mon, 20 Feb 2017 14:03:05 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,18,1747,0
8372,"Mon, 9 Jan 2017 08:26:01 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,25,110,1,0,52,88786,1
8373,"Fri, 16 Nov 2018 10:27:21 +0000",centralesupelec,fr,0,0,text/html,2,10,1,0,214,5359,0
8374,"Fri, 7 Apr 2017 17:32:53 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,62,5897,0
8375,"Thu, 13 Oct 2016 14:19:25 +0000",twitter,com,0,0,multipart/alternative,14,69,0,1,36,41636,1
8376,"Tue, 27 Jun 2017 16:21:04 +0000",brilliant,org,0,0,multipart/alternative,5,21,0,0,30,38877,1
8377,"Thu, 18 Apr 2019 13:31:26 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,0,0,67,138436,0
8378,"Mon, 17 Jul 2017 05:19:50 -0600",send,grammarly.com,0,0,text/html,20,45,0,0,33,37624,1
8379,"Tue, 17 Nov 2015 15:49:57 +0530",iiitd,ac.in,1,0,multipart/alternative,0,12,0,0,65,8884,0
8380,"Thu, 01 Feb 2018 10:28:44 +0000",twitter,com,0,0,multipart/alternative,37,226,0,0,53,95703,1
8381,1 Apr 2016 07:29:03 -0400,oracle-mail,com,0,0,multipart/alternative,47,179,0,1,81,77849,1
8382,"Tue, 25 Jun 2019 14:03:12 -0700",github,com,2,0,multipart/alternative,0,10,0,0,34,2686,0
8383,"Tue, 26 Jan 2016 09:40:12 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,30,8339,0
8384,"Sun, 5 Aug 2018 16:42:00 +0530",iiitd,ac.in,1,0,multipart/alternative,1,8,1,0,20,4712,0
8385,"Tue, 28 Feb 2017 08:02:24 -0800 (PST)",quora,com,0,0,multipart/alternative,8,98,1,0,94,91700,1
8386,"Mon, 7 Nov 2016 12:22:24 +0530",iiitd,ac.in,1,0,multipart/alternative,3,72,1,1,35,25995,0
8387,"Fri, 3 Mar 2017 10:14:21 -0600 (CST)",springboard,com,0,0,multipart/alternative,9,27,0,1,45,43745,1
8388,"Fri, 28 Dec 2018 10:00:16 +0000",mailer,netflix.com,0,0,multipart/alternative,13,60,0,0,50,40431,1
8389,"Fri, 14 Aug 2015 18:29:10 +0000",youtube,com,0,0,multipart/alternative,18,73,0,0,109,53515,1
8390,"Mon, 12 Sep 2016 13:00:05 +0000",iiitd,ac.in,4,0,multipart/alternative,2,8,0,0,45,4885,0
8391,"Tue, 14 Mar 2017 10:50:47 +0530",iiitd,ac.in,1,0,multipart/alternative,2,17,1,0,37,22126,0
8392,"Fri, 16 May 2014 16:11:01 +0000",,,0,0,multipart/alternative,0,16,1,0,73,6404,0
8393,"Wed, 11 May 2016 02:25:03 +0000",youtube,com,0,0,multipart/alternative,12,52,1,1,97,46772,1
8394,"Sun, 13 Sep 2015 22:01:57 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,46,947,0
8395,"Fri, 10 Jun 2016 15:31:23 +0530",iiitd,ac.in,3,0,multipart/related,0,0,0,0,74,2051066,0
8396,"Thu, 04 Aug 2016 10:59:13 -0700",mentor,com,0,0,multipart/alternative,2,24,0,0,62,8881,1
8397,"Tue, 20 Sep 2016 23:30:34 -0500 (CDT)",neotechnology,com,0,0,multipart/alternative,7,27,0,0,41,40218,1
8398,"Mon, 6 Nov 2017 08:04:31 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,85,0,1,51,74987,1
8399,"Thu, 12 Jan 2017 17:46:52 +0530",iiitd,ac.in,0,0,multipart/alternative,0,27,1,0,37,17636,0
8400,"Fri, 19 Aug 2016 16:56:20 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,50,92,0,0,33,43259,1
8401,"Mon, 10 Apr 2017 07:31:58 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,104,0,0,129,95760,1
8402,"Thu, 12 Apr 2018 00:18:56 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,50,4,1
8403,"Wed, 27 Sep 2017 11:36:12 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,0,0,105,680,0
8404,"Sun, 26 Feb 2017 05:26:29 -0000",crm,sdconnect.in,0,0,multipart/alternative,23,115,0,0,44,23107,1
8405,"Mon, 30 Jul 2018 03:19:09 +0000 (UTC)",flipkartletters,com,0,0,text/html,46,105,1,0,60,67925,1
8406,"Sat, 3 Mar 2018 07:12:50 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,37,4,1
8407,"Fri, 1 Feb 2019 23:10:40 +0100",gmail,com,1,0,multipart/alternative,0,10,1,0,56,19520,0
8408,"Thu, 16 May 2019 08:00:41 +0000",amazon,in,0,0,multipart/alternative,7,68,1,0,44,31642,1
8409,"Mon, 14 Aug 2017 15:53:24 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,51,14194,0
8410,"Wed, 10 Oct 2018 14:48:35 +0800",web-spicejet,com,0,0,multipart/alternative,18,60,1,0,103,35645,1
8411,"Wed, 13 Jul 2016 04:07:32 +0000",flipkartletters,com,0,0,text/html,30,116,1,0,32,59574,1
8412,"Tue, 08 Aug 2017 16:25:31 +0000 (UTC)",udacity,com,0,0,multipart/alternative,10,47,1,0,63,76530,1
8413,"Tue, 7 Feb 2017 09:42:46 -0800 (PST)",mak,com,0,0,multipart/alternative,4,42,0,0,14,54975,1
8414,"Sat, 27 Sep 2014 21:41:04 +0000",youtube,com,0,0,multipart/alternative,19,73,1,0,73,52417,1
8415,"Wed, 20 Sep 2017 01:47:18 +0000 (UTC)",flipkartletters,com,0,0,text/html,44,101,0,0,76,71785,1
8416,"Fri, 20 May 2016 17:15:46 +0530",iiitd,ac.in,4,0,multipart/alternative,1,37,1,0,41,14331,0
8417,"Thu, 20 Oct 2016 13:02:44 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,27,55373,0
8418,"Mon, 8 Aug 2016 11:45:40 +0530",iiitd,ac.in,3,0,multipart/related,0,0,0,0,67,153691,0
8419,"Tue, 02 Aug 2016 11:56:23 +0000",iiitd,ac.in,0,0,multipart/alternative,2,8,0,0,66,4980,0
8420,"Fri, 05 Aug 2016 09:49:32 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,104,1,0,124,86598,1
8421,"Fri, 2 Mar 2018 01:34:39 +0000",iheartdogs-email,com,0,0,multipart/alternative,12,56,0,1,98,58471,1
8422,"Wed, 12 Apr 2017 03:41:50 -0600",news,foodpanda.in,0,0,multipart/alternative,12,47,0,0,55,49960,1
8423,"Tue, 19 Mar 2019 18:46:54 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,31,163,0,1,46,95406,1
8424,"Sat, 12 Aug 2017 23:34:32 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,5,41,0,0,29,29884,1
8425,"Sat, 16 May 2015 04:11:00 +0000",youtube,com,0,0,multipart/alternative,24,88,0,0,101,65235,1
8426,"Sat, 26 Aug 2017 17:01:56 +0530",iiitd,ac.in,0,0,multipart/related,0,13,1,0,117,26930390,0
8427,"Fri, 24 Jul 2015 12:14:59 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,33,27128,1
8428,"Thu, 12 May 2016 03:51:12 +0000",youtube,com,0,0,multipart/alternative,18,72,0,0,106,58533,1
8429,"Thu, 28 Apr 2016 08:12:37 -0000",crm,sdconnect.in,0,0,multipart/alternative,26,122,0,0,48,25523,1
8430,"Fri, 10 Jun 2016 10:23:26 +0000",twitter,com,0,0,multipart/alternative,15,121,0,0,99,68969,1
8431,"Tue, 15 Aug 2017 12:48:54 +0000",box8letters,com,0,0,text/html,29,56,1,0,79,26626,1
8432,"Sun, 11 Sep 2016 11:03:36 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,107,0,1,73,88201,1
8433,"Fri, 4 Sep 2015 23:43:28 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,1,17,1270,0
8434,"Wed, 14 Sep 2016 19:48:52 +0000",topcoder,com,0,0,multipart/alternative,1,13,0,0,92,30542,1
8435,"Tue, 28 Mar 2017 15:09:26 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,123,1,1,96,105219,1
8436,"Fri, 18 Aug 2017 08:20:33 +0530 (IST)",indiatimes,com,0,0,text/html,11,166,0,0,72,91767,1
8437,"Thu, 14 Sep 2017 13:24:46 +0530",emailer,cardekho.com,0,0,text/html,30,95,1,0,27,63150,1
8438,"Wed, 19 Aug 2015 12:48:14 +0530",iiitd,ac.in,4,0,multipart/alternative,1,11,1,0,30,19228,0
8439,"Tue, 15 Sep 2015 12:30:08 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,0,0,49,3096,0
8440,"Sat, 22 Oct 2016 12:52:03 +0530",iiitd,ac.in,0,0,multipart/related,0,8,0,0,62,2004776,0
8441,"Thu, 15 Jun 2017 09:50:41 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,3,17,0,0,29,17442,1
8442,"Mon, 10 Jul 2017 03:44:44 -0600",news,foodpanda.in,0,0,multipart/alternative,12,41,0,0,56,47243,1
8443,"Tue, 03 Oct 2017 16:23:56 +0000 (UTC)",datacamp,com,0,0,multipart/alternative,12,91,0,1,23,90836,1
8444,"Tue, 28 Jun 2016 09:49:15 +0000",twitter,com,0,0,multipart/alternative,12,125,1,0,88,68876,1
8445,"Sun, 19 Mar 2017 06:16:53 -0000",crm,sdconnect.in,0,0,multipart/alternative,23,118,0,0,103,23251,1
8446,"Tue, 22 Aug 2017 18:23:36 +0530",iiitd,ac.in,9,0,multipart/alternative,0,3,1,0,25,7538,0
8447,"Fri, 22 Apr 2016 11:34:29 -0000",crm,sdconnect.in,0,0,multipart/alternative,32,144,0,0,64,26233,1
8448,"Mon, 4 Jul 2016 18:11:20 +0000",marmalademail,com,0,0,multipart/alternative,29,145,0,0,176,174554,1
8449,"Tue, 6 Dec 2016 16:23:03 +0000",cs,stanford.edu,0,0,multipart/alternative,4,25,1,0,77,45033,1
8450,"Mon, 12 Dec 2016 10:42:26 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,0,0,10,2269,0
8451,"Wed, 20 Jan 2016 16:58:50 +0530",iiitd,ac.in,9,0,multipart/alternative,0,4,1,0,25,4642,0
8452,"Fri, 18 Mar 2016 18:42:18 +0000",youtube,com,0,0,multipart/alternative,17,63,0,1,100,55318,1
8453,"Wed, 17 Feb 2016 12:54:57 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27022,1
8454,"Fri, 04 Nov 2016 10:46:29 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,104,0,1,59,80939,1
8455,"Thu, 26 Jan 2017 04:39:07 +0530",statebankrewardz,com,0,0,text/html,4,23,0,0,51,8656,1
8456,"Wed, 24 Jan 2018 11:11:03 +0000 (UTC)",bigbasket,com,0,0,text/html,6,18,0,0,69,14585,1
8457,"Thu, 3 Jan 2019 16:18:03 +0000",centralesupelec,fr,0,0,text/html,3,8,1,0,128,9179,0
8458,"Mon, 08 Aug 2016 08:40:42 +0000",twitter,com,0,0,multipart/alternative,34,187,0,0,90,101399,1
8459,"Wed, 20 Jul 2016 14:13:15 +0530",emailer,cardekho.com,0,0,text/html,44,105,1,0,114,66984,1
8460,"Fri, 23 Dec 2016 08:03:50 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,3,17,0,0,48,18169,1
8461,"Fri, 11 Mar 2016 10:05:49 +0530",inoxmovies,com,0,0,multipart/alternative,14,45,0,0,38,9309,1
8462,"Wed, 13 Jan 2016 06:54:24 +0000",,,0,0,multipart/alternative,1,12,1,0,34,12250,0
8463,"Mon, 07 Nov 2016 09:51:53 +0000",twitter,com,0,0,multipart/alternative,8,53,0,0,66,41218,1
8464,"Wed, 20 May 2015 00:02:25 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,6,49,0,0,70,64691,1
8465,"Tue, 19 Jul 2016 20:15:23 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,28,86825,0
8466,"Fri, 5 Aug 2016 09:56:21 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,30,5646,0
8467,"Tue, 02 Sep 2014 22:58:33 +0000",twitter,com,0,0,multipart/alternative,41,267,0,0,60,92710,1
8468,"Thu, 6 Jun 2019 15:12:26 +0200",gmail,com,0,0,multipart/alternative,0,9,1,1,47,48904,0
8469,"Fri, 6 Jul 2018 14:08:18 +0000",amazon,in,0,0,multipart/alternative,3,37,0,1,84,20231,1
8470,"Thu, 21 Jul 2016 18:00:35 +0200",twenty19,com,0,0,multipart/alternative,3,24,0,0,48,40038,1
8471,"Tue, 3 May 2016 19:23:49 +0000",paytmemail,com,0,0,multipart/alternative,33,81,0,0,60,18377,1
8472,"Fri, 22 Sep 2017 13:55:20 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,72,765174,0
8473,"Mon, 21 Mar 2016 07:19:15 -0000",shop,sdconnect.in,0,0,multipart/alternative,52,155,0,0,52,32108,1
8474,"Tue, 23 Jan 2018 12:53:24 +0000 (UTC)",udacity,com,0,0,multipart/alternative,12,47,0,0,45,63290,1
8475,"Wed, 25 Jan 2017 14:58:51 +0530",iiitd,ac.in,0,0,text/plain,0,2,1,0,26,1101,0
8476,"Wed, 6 Dec 2017 11:06:30 +0100",reply,ebay.in,0,0,multipart/alternative,37,131,1,0,57,89664,1
8477,"Fri, 30 Mar 2018 12:32:29 +0200",reply,ebay.in,0,0,multipart/alternative,35,132,0,0,93,86911,1
8478,"Wed, 19 Aug 2015 05:28:15 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27201,1
8479,"Sun, 05 Jul 2015 11:14:06 +0000",twitter,com,0,0,multipart/alternative,10,49,0,0,60,41310,1
8480,"Sat, 19 Sep 2015 16:13:30 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,26968,1
8481,"Thu, 26 May 2016 08:51:26 +0000 (GMT)",ndtvecommerce,com,0,0,multipart/alternative,21,111,1,0,61,35573,1
8482,"Thu, 18 Jan 2018 01:21:41 +0000 (UTC)",flipkartletters,com,0,0,text/html,25,63,0,0,76,48294,1
8483,"Fri, 24 Nov 2017 05:45:38 +0000",oneplusstore,in,0,0,multipart/alternative,9,42,0,0,93,44377,1
8484,"Wed, 13 Apr 2016 17:15:07 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,38,7111,0
8485,"Thu, 07 Dec 2017 12:05:14 +0000",twitter,com,0,0,multipart/alternative,12,62,0,0,105,35416,1
8486,"Sun, 07 Jun 2015 08:50:51 +0000",twitter,com,0,0,multipart/alternative,14,157,0,0,387,90571,1
8487,"Sat, 18 Jul 2015 15:34:58 +0000 (UTC)",quora,com,0,0,multipart/alternative,2,94,1,0,43,81476,1
8488,"Fri, 1 Jan 2016 17:27:35 +0530",iiitd,ac.in,15,0,multipart/alternative,1,29,1,0,49,13496,0
8489,"Mon, 22 Jan 2018 13:47:19 +0000",new,itunes.com,0,0,multipart/alternative,24,64,1,0,62,46337,1
8490,"Sun, 4 Sep 2016 16:41:52 +0530",iiitd,ac.in,0,0,multipart/alternative,0,6,1,0,49,10249,0
8491,"Fri, 30 Sep 2016 15:47:42 +0530",iiitd,ac.in,0,1,multipart/alternative,2,6,1,0,24,6435,0
8492,"Wed, 2 Mar 2016 17:06:44 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,1,57,30934,0
8493,"Tue, 13 Jan 2015 00:20:16 +0000",youtube,com,0,0,multipart/alternative,17,63,0,0,157,48999,1
8494,"Thu, 20 Dec 2018 15:40:52 +0100",centralesupelec,fr,0,0,multipart/related,0,0,0,0,189,46988,0
8495,"Fri, 10 Mar 2017 23:01:15 +0530",iiitd,ac.in,0,0,multipart/alternative,0,7,1,0,33,13883,0
8496,"Mon, 18 Mar 2019 15:47:09 -0600",send,grammarly.com,0,0,multipart/alternative,32,128,0,0,36,103274,1
8497,"Thu, 14 Jan 2016 22:57:29 +0530",iiitd,ac.in,10,0,multipart/alternative,0,41,1,0,30,23664,0
8498,"Fri, 1 Sep 2017 18:57:08 +0530",iiitd,ac.in,0,0,text/plain,0,1,0,0,79,331,0
8499,"Mon, 13 Nov 2017 14:18:17 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,19,3039,0
8500,"Thu, 01 Jan 2015 04:19:07 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,86,1,1,67,76716,1
8501,"Wed, 13 Apr 2016 12:56:58 +0000",paytmemail,com,0,0,multipart/alternative,12,39,0,0,52,10014,1
8502,"Wed, 28 Feb 2018 15:24:06 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,11,64,0,0,44,30071,1
8503,"Mon, 4 Dec 2017 00:54:55 +0530",iiitd,ac.in,0,0,multipart/alternative,3,23,1,0,60,26598,0
8504,"Fri, 7 Nov 2014 14:06:04 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,23,86,1,1,62,195315,1
8505,"Mon, 14 Nov 2016 07:08:53 -0800 (PST)",quora,com,0,0,multipart/alternative,8,105,0,0,136,81877,1
8506,"Fri, 15 Apr 2016 11:37:27 +0530",iiitd,ac.in,0,0,text/plain,0,1,1,0,118,1251,0
8507,"Fri, 13 Oct 2017 18:33:59 +0530",iiitd,ac.in,5,0,multipart/mixed,0,0,1,0,33,899158,0
8508,"Sun, 21 Dec 2014 19:18:49 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,12,38,1,1,57,41703,1
8509,"Sat, 28 Mar 2015 20:44:52 -0700",facebookmail,com,0,0,multipart/alternative,4,16,0,0,33,11362,1
8510,"Sat, 5 Nov 2016 16:10:41 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,82,7327,0
8511,"Tue, 9 May 2017 13:45:32 +0530",iiitd,ac.in,1,0,multipart/alternative,0,12,1,0,41,6508,0
8512,"Sun, 27 Sep 2015 19:41:59 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,60,5699,0
8513,"Fri, 5 Aug 2016 14:45:32 +0000",symless,com,0,0,multipart/alternative,1,24,0,0,104,25819,1
8514,"Wed, 07 Jun 2017 14:06:01 +0000",datacamp,com,0,0,multipart/alternative,10,54,0,1,86,61523,1
8515,"Tue, 07 Jul 2015 13:21:55 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,97,1,0,66,81848,1
8516,"Mon, 17 Jun 2019 02:49:46 +0000",amazon,in,0,0,multipart/alternative,8,97,0,0,44,39766,1
8517,"Fri, 26 Feb 2016 09:08:44 -0000",crm,sdconnect.in,0,0,multipart/alternative,54,159,0,0,115,32189,1
8518,"Sat, 16 Apr 2016 09:14:24 -0000",shop,sdconnect.in,0,0,multipart/alternative,44,137,0,0,83,28930,1
8519,"Fri, 10 Jun 2016 08:14:30 +0000",amazon,com,0,0,multipart/mixed,0,0,0,0,31,4,1
8520,"Tue, 13 Sep 2016 09:33:50 -0700",mentor,com,0,0,multipart/alternative,3,15,0,0,59,6301,1
8521,"Sun, 04 Feb 2018 14:39:37 +0000",twitter,com,0,0,multipart/alternative,13,66,0,0,51,36298,1
8522,"Sun, 1 Mar 2015 05:43:39 +0000",mail,goodreads.com,0,0,multipart/mixed,0,0,0,0,18,4,1
8523,"Wed, 8 Feb 2017 16:53:45 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,49,26597,0
8524,"Fri, 22 Apr 2016 08:03:52 +0000",notifications,pinterest.com,0,0,multipart/alternative,8,44,0,0,57,39082,1
8525,"Thu, 21 Jul 2016 18:31:59 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,20,2603,0
8526,"Tue, 08 Nov 2016 09:27:36 +0000",iiitd,ac.in,1,0,multipart/alternative,7,17,0,0,62,7156,0
8527,"Tue, 9 Feb 2016 15:58:22 +0530",iiitd,ac.in,1,0,multipart/alternative,0,4,1,0,16,2063,0
8528,"Thu, 15 Nov 2018 08:30:58 -0600",media,ieee.org,0,0,multipart/alternative,9,24,0,0,105,34439,1
8529,"Mon, 4 Apr 2016 10:27:31 +0530",iiitd,ac.in,1,0,multipart/mixed,0,6,1,0,34,1250496,0
8530,"Sat, 28 Mar 2015 03:26:36 -0000",pinterest,com,0,0,multipart/alternative,10,63,0,0,51,49677,1
8531,"Sun, 04 Mar 2018 14:04:54 +0000",airtable,com,0,0,multipart/alternative,4,14,0,0,52,20989,1
8532,"Wed, 6 Sep 2017 02:52:36 +0530",statebankrewardz,com,0,0,text/html,5,22,0,0,30,10256,1
8533,"Tue, 25 Nov 2014 12:35:47 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,26,93,1,1,80,133400,1
8534,"Tue, 30 Apr 2019 04:00:14 -0500 (CDT)",ieee,org,0,0,multipart/alternative,15,54,0,1,52,37952,1
8535,"Wed, 25 May 2016 00:48:37 +0530 (IST)",sampark,gov.in,0,0,text/html,38,80,0,0,35,24751,1
8536,"Fri, 15 Jul 2016 01:38:13 -0600",news,foodpanda.in,0,0,multipart/alternative,9,36,0,0,44,27540,1
8537,"Sun, 1 Jul 2018 00:03:02 +0000",amazon,in,0,0,multipart/alternative,11,115,0,0,53,55478,1
8538,"Mon, 18 Feb 2019 09:32:20 +0000",centralesupelec,fr,0,0,multipart/mixed,0,0,1,0,254,592240,0
8539,"Sat, 10 Feb 2018 09:05:58 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,29,0,0,36,26970,1
8540,"Wed, 28 Feb 2018 18:53:46 +0530",bigbasket,in,0,0,text/html,4,12,0,0,22,6780,1
8541,"Wed, 20 Apr 2016 13:08:38 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,40,613344,0
8542,"Wed, 12 Apr 2017 18:26:38 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,66,0,1,73,65029,1
8543,"Fri, 15 Dec 2017 04:31:07 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,147,4,1
8544,"Sun, 19 Nov 2017 08:07:56 +0100",reply,ebay.in,0,0,multipart/alternative,26,93,0,0,69,62098,1
8545,"Thu, 2 Feb 2017 04:24:15 -0000",crm,sdconnect.in,0,0,multipart/alternative,27,127,0,0,44,25061,1
8546,"Mon, 16 Oct 2017 17:09:07 +0000",twitter,com,0,0,multipart/alternative,25,132,0,0,77,73869,1
8547,"Tue, 29 Nov 2016 05:11:02 +0000",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,44,24264,0
8548,"Mon, 22 Aug 2016 08:34:33 +0000",twitter,com,0,0,multipart/alternative,34,192,0,0,89,97470,1
8549,"Wed, 24 Oct 2018 00:50:57 +0000",amazon,in,0,0,multipart/alternative,32,192,1,0,63,91769,1
8550,"Sun, 13 Mar 2016 02:41:28 +0000",paytmemail,com,0,0,multipart/alternative,18,73,0,0,53,14081,1
8551,"Mon, 22 May 2017 17:31:39 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,65,0,1,61,63706,1
8552,"Mon, 15 May 2017 14:39:35 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,66,0,0,113,65515,1
8553,"Fri, 26 Jan 2018 00:12:55 +0000",amazon,in,0,0,multipart/alternative,8,120,0,0,26,55540,1
8554,"Fri, 18 Dec 2015 10:06:31 +0000 (UTC)",researchgate,net,0,0,multipart/alternative,4,30,0,1,64,15851,1
8555,"Wed, 5 Dec 2018 13:36:33 +0000",centralesupelec,fr,0,0,text/html,0,17,0,0,52,16753,0
8556,"Wed, 5 Oct 2016 14:46:04 +0530",iiitd,ac.in,4,0,multipart/alternative,0,0,0,0,86,1170,0
8557,"Wed, 14 Nov 2018 09:23:46 +0000",centralesupelec,fr,0,0,text/plain,0,2,0,0,97,2502,0
8558,"Sat, 28 Jul 2018 02:02:16 +0000",topcoder,com,0,0,multipart/alternative,46,142,0,0,85,126660,1
8559,"Wed, 29 Aug 2018 15:57:32 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,22,1624,0
8560,"Tue, 12 Apr 2016 11:48:39 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,40,1312,0
8561,"Mon, 25 Jan 2016 20:49:29 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,25,7127,0
8562,"Sun, 22 Oct 2017 09:46:14 +0000",twitter,com,0,0,multipart/alternative,7,82,1,0,109,54397,1
8563,"Wed, 27 Dec 2017 13:46:38 +0100",reply,ebay.in,0,0,multipart/alternative,35,112,0,0,71,76619,1
8564,"Thu, 5 May 2016 05:01:36 -0700",email,udacity.com,0,0,text/html,10,42,0,0,131,40741,1
8565,"Sun, 30 Aug 2015 17:37:19 +0530",iiitd,ac.in,5,0,multipart/alternative,1,9,1,0,37,7198,0
8566,"Mon, 6 Jun 2016 11:29:48 +0530",iiitd,ac.in,4,0,multipart/mixed,0,0,0,0,34,630530,0
8567,"Wed, 17 Aug 2016 09:10:46 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,36,5021,0
8568,"Fri, 1 Jun 2018 03:27:06 +0000 (GMT)",entropay,com,0,0,multipart/alternative,0,6,0,0,59,3909,1
8569,"Wed, 10 Jun 2015 14:44:35 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,99,1,1,69,82621,1
8570,"Tue, 03 Jan 2017 11:25:53 +0000",,,0,0,multipart/alternative,2,15,0,0,79,17032,0
8571,"Fri, 25 Mar 2016 07:22:10 +0100 (CET)",updates,bookmyshow.com,0,0,text/html,40,87,0,0,43,41794,1
8572,"Sat, 7 Mar 2015 07:06:27 -0800",facebookmail,com,0,0,multipart/alternative,4,16,0,0,36,11480,1
8573,"Wed, 1 Nov 2017 16:02:53 +0530",iiitd,ac.in,2,0,multipart/alternative,0,3,1,1,53,12598,0
8574,"Fri, 4 Nov 2016 22:36:24 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,28,953,0
8575,"Mon, 10 Feb 2014 15:53:52 +0000",,,0,0,multipart/alternative,0,11,1,0,72,4185,0
8576,"Thu, 01 Jan 2015 05:14:03 +0000",twitter,com,0,0,multipart/alternative,9,78,0,0,150,40745,1
